N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
456,11/10/2000,Red Planet,80000000,17480890,33463969
457,12/15/2006,Arthur et les Minimoys,80000000,15132763,110102340
458,8/17/2007,The Invasion,80000000,15074191,40147042
459,6/16/2000,Fantasia 2000 (Theatrical Release),80000000,9103630,9103630
460,9/2/2005,A Sound of Thunder,80000000,1900451,6300451
461,6/15/1994,The Lion King,79300000,422780140,952880140
462,2/10/2012,Journey 2: The Mysterious Island,79000000,103860290,325860290
463,11/11/2011,Jack and Jill,79000000,74158157,150519217
464,12/21/2001,A Beautiful Mind,78000000,170708996,317668058
465,9/27/2013,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
466,10/4/2002,Red Dragon,78000000,92955420,206455420
467,3/5/2004,Hidalgo,78000000,67286731,107336658
468,7/11/2003,The League of Extraordinary Gentlemen,78000000,66465204,179265204
469,8/20/2004,Exorcist: The Beginning,78000000,41814863,43957541
470,10/17/2012,Astérix et Obélix: Au service de Sa Majesté,77600000,0,60680125
471,8/1/2013,Snowpiercer,76622919,4563029,4563029
472,7/2/2013,Despicable Me 2,76000000,368065385,970380896
473,6/6/2003,2 Fast 2 Furious,76000000,127120058,236220058
474,12/25/2006,Children of Men,76000000,35552383,69450202
475,6/30/2000,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610
476,7/2/1996,Independence Day,75000000,306169255,817400878
477,5/22/1997,The Lost World: Jurassic Park,75000000,229086679,786686679
478,3/31/2006,Ice Age: The Meltdown,75000000,195330621,651899282
479,5/27/2005,Madagascar,75000000,193595521,556559566
480,6/25/2010,Grown Ups,75000000,162001186,272223430
481,10/1/2004,Shark Tale,75000000,161412000,367825111
482,7/14/2000,X-Men,75000000,157299717,296339717
483,6/27/2008,Wanted,75000000,134508551,342416460
484,6/7/1996,The Rock,75000000,134069511,336069511
485,2/13/2004,50 First Dates,75000000,120776832,196324496
486,7/20/2007,Hairspray,75000000,118871849,202871849
487,5/31/2013,Now You See Me,75000000,117723989,351723989
488,12/15/2006,Dreamgirls,75000000,103365956,154965956
489,7/23/1999,Inspector Gadget,75000000,97387965,97387965
490,11/11/2011,Immortals,75000000,83504017,211562435
491,6/18/2004,The Terminal,75000000,77073959,218673959
492,2/18/2005,Constantine,75000000,75976178,230884728
493,7/21/2006,Monster House,75000000,73661010,141267370
494,1/16/2009,Hotel for Dogs,75000000,73034460,118230763
495,12/8/2000,Vertical Limit,75000000,68473360,213500000
496,12/21/2007,Charlie Wilson's War,75000000,66661095,119512771
497,4/16/1999,Life,75000000,64062587,73521587
498,3/4/2005,Be Cool,75000000,55849401,94944017
499,12/23/2005,Munich,75000000,47379090,130279090
500,6/4/2010,Killers,75000000,47059963,95572749
501,3/7/2003,Tears of the Sun,75000000,43632458,85632458
502,7/21/2006,Lady in the Water,75000000,42285169,72785169
503,12/17/2004,Spanglish,75000000,42044321,54344321
504,10/12/2001,Bandits,75000000,41523271,71523271
505,12/17/1999,Anna and the King,75000000,39251128,39251128
506,7/7/1995,First Knight,75000000,37361412,127361412
507,3/25/2011,Sucker Punch,75000000,36392502,89758389
508,3/11/2005,Hostage,75000000,34636443,77636443
509,6/13/2003,Hollywood Homicide,75000000,30207785,51107785
510,6/16/2000,Titan A.E.,75000000,22751979,36751979
511,12/17/2004,Flight of the Phoenix,75000000,21009180,34009180
512,10/23/1998,Soldier,75000000,14623082,14623082
513,1/15/1999,Virus,75000000,14010690,30626690
514,2/23/2001,Monkeybone,75000000,5409517,5409517
515,11/22/2000,Unbreakable,73243106,94999143,248099143
516,8/4/2006,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162926797
517,8/7/1998,Snake Eyes,73000000,55591409,103891409
518,2/13/1998,Sphere,73000000,37068294,50168294
519,7/27/2007,The Simpsons Movie,72500000,183135014,527071022
520,2/8/2008,Fool's Gold,72500000,70231041,109362966
521,7/31/2009,Funny People,72500000,51855045,71880305
522,9/28/2007,The Kingdom,72500000,47467250,86509602
523,6/22/2001,Doctor Dolittle 2,72000000,112950721,176101721
524,5/24/1995,Braveheart,72000000,75545647,209000000
525,11/4/2005,Jarhead,72000000,62647540,96947540
526,4/27/2001,Driven,72000000,32616869,54616869
527,12/21/2001,The Majestic,72000000,27796042,37306334
528,6/25/2004,Two Brothers,72000000,19176754,62176754
529,7/30/2004,The Village,71682975,114197520,257641634
530,6/26/1998,Doctor Dolittle,71500000,144156605,294156605
531,8/2/2002,Signs,70702619,227965690,408265690
532,5/19/2004,Shrek 2,70000000,441226247,937008132
533,6/9/2006,Cars,70000000,244082982,461667967
534,12/23/2009,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
535,6/22/1988,Who Framed Roger Rabbit?,70000000,154112492,351500000
536,7/30/1999,Runaway Bride,70000000,152257509,310138178
537,8/9/2002,xXx,70000000,141930000,267200000
538,11/8/1996,Ransom,70000000,136492681,308700000
539,8/20/2009,Inglourious Basterds,70000000,120831050,316971720
540,12/11/1991,Hook,70000000,119654823,300854823
541,7/3/1990,Die Hard 2,70000000,117323878,239814025
542,8/8/2003,S.W.A.T.,70000000,116877597,207154748
543,11/19/1999,Sleepy Hollow,70000000,101068340,207068340
544,12/14/2001,Vanilla Sky,70000000,100614858,202726605
545,6/13/1997,Hercules,70000000,99112101,250700000
546,3/22/2013,Olympus Has Fallen,70000000,98927592,150562164
547,3/11/2011,Battle: Los Angeles,70000000,83552429,212005201
548,8/13/2004,AVP: Alien Vs. Predator,70000000,80281096,172543519
549,12/25/2011,War Horse,70000000,79883359,156815529
550,3/1/2002,We Were Soldiers,70000000,78120196,114658262
551,2/7/2014,The Monuments Men,70000000,78031620,155131620
552,12/11/1998,Star Trek: Insurrection,70000000,70187658,117800000
553,12/10/2003,Big Fish,70000000,66432867,123432867
554,6/17/1994,Wolf,70000000,65011757,131011757
555,1/20/2012,Underworld: Awakening,70000000,62321039,160379930
556,8/9/1989,The Abyss,70000000,54243125,54243125
557,9/24/2010,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619
558,1/14/2011,The Dilemma,70000000,48475290,70546865
559,10/10/2014,Dracula Untold,70000000,41661120,137361120
560,11/6/1998,The Siege,70000000,40934175,116625798
561,8/10/2007,Stardust,70000000,38634938,135556675
562,6/15/2012,Rock of Ages,70000000,38518613,50118613
563,10/8/1997,Seven Years in Tibet,70000000,37945884,131445884
564,9/17/2004,Sky Captain and the World of Tomorrow,70000000,37760080,49730854
565,11/1/2002,I Spy,70000000,33561137,60279822
566,6/7/2002,Bad Company,70000000,30157016,69157016
567,10/21/2005,Doom,70000000,28212337,54612337
568,10/18/2013,Escape Plan,70000000,25213103,103813103
569,9/23/2011,Killer Elite,70000000,25124986,57777106
570,1/16/1998,Hard Rain,70000000,19870567,19870567
571,2/15/2002,Hart's War,70000000,19076815,33076815
572,2/8/2002,Rollerball,70000000,18990542,25852508
573,1/10/2014,The Legend of Hercules,70000000,18848538,61402445
574,9/20/2002,Ballistic: Ecks vs. Sever,70000000,14294842,14294842
575,8/10/2001,Osmosis Jones,70000000,13596911,13596911
576,5/9/2014,Legends of Oz: Dorothy’s Return,70000000,8462347,8462347
577,3/31/2006,Basic Instinct 2,70000000,5946136,35417162
578,5/28/2010,Agora,70000000,619423,38992292
579,7/9/2010,Despicable Me,69000000,251513985,543495033
580,7/30/2010,Dinner for Schmucks,69000000,73026337,86796502
581,6/30/2010,The Twilight Saga: Eclipse,68000000,300531751,699590681
582,5/31/2002,The Sum of All Fears,68000000,118471320,193500000
583,7/13/2001,The Score,68000000,71069884,113542091
584,11/22/1995,Money Train,68000000,35324232,77224232
585,3/21/2003,Dreamcatcher,68000000,33685268,75685268
586,8/6/1999,Mystery Men,68000000,29762011,33462011
587,11/5/1999,The Insider,68000000,28965197,60265197
588,3/2/2012,Doctor Seuss' The Lorax,67500000,214030500,350816336
589,10/10/2008,Body of Lies,67500000,39394666,108394666
590,6/22/2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,115119139
591,6/15/2012,That's My Boy,67500000,36931089,58058367
592,9/20/1996,Last Man Standing,67000000,18115927,18115927
593,8/17/2007,The Last Legion,67000000,5932060,25332060
594,4/30/1999,Entrapment,66000000,87707396,211700000
595,6/19/1998,The X Files: Fight the Future,66000000,83898313,189176423
596,3/14/2014,Need for Speed,66000000,43568507,187268507
597,7/24/1998,Saving Private Ryan,65000000,216335085,485035085
598,12/15/2000,What Women Want,65000000,182805123,372100000
599,11/9/2012,Lincoln,65000000,182207973,273000960
600,3/15/2002,Ice Age,65000000,176387405,386116343
601,6/30/1995,Apollo 13,65000000,172070496,334100000
602,3/31/1999,The Matrix,65000000,171479930,460279930
603,12/25/2012,Les Miserables,65000000,148809770,442169052
604,11/1/2002,The Santa Clause 2,65000000,139225854,172825854
605,6/1/1990,Total Recall,65000000,119394839,261400000
606,12/18/1998,You've Got Mail,65000000,115821495,250800000
607,11/5/2010,Due Date,65000000,100539043,211739043
608,7/25/2008,Step Brothers,65000000,100468793,128468793
609,12/15/1995,Jumanji,65000000,100458310,262758310
610,7/17/1998,The Mask of Zorro,65000000,93828745,233700000
611,8/4/2000,Space Cowboys,65000000,90454043,128874043
612,5/28/1993,Cliffhanger,65000000,84049211,255000000
613,2/9/1996,Broken Arrow,65000000,70645997,148345997
614,8/9/2006,World Trade Center,65000000,70278893,163295654
615,7/7/2000,The Kid,65000000,69688384,69688384
616,12/19/2003,Mona Lisa Smile,65000000,63803100,141205169
617,5/16/2012,The Dictator,65000000,59650222,179379532
618,7/16/1999,Eyes Wide Shut,65000000,55691208,86257553
619,2/17/2012,This Means War,65000000,54760791,156974557
620,12/8/2004,Blade: Trinity,65000000,52397389,132397389
621,11/21/2012,Red Dawn,65000000,44806783,48164150
622,12/22/2006,We Are Marshall,65000000,43545364,43545364
623,9/14/2012,Resident Evil: Retribution,65000000,42345531,238940997
624,3/20/1998,Primary Colors,65000000,39017984,39017984
625,10/15/1999,Fight Club,65000000,37030102,100853753
626,8/22/2008,Death Race,65000000,36316032,72516819
627,10/11/1996,The Long Kiss Goodnight,65000000,33447612,33447612
628,12/8/2000,Proof of Life,65000000,32598931,62761005
629,11/11/2005,Zathura,65000000,28045540,58545540
630,11/26/2003,The Missing,65000000,26900336,38253433
631,1/14/2005,Elektra,65000000,24409722,56409722
632,10/23/2009,Astro Boy,65000000,19551067,44093014
633,1/24/2014,"I, Frankenstein",65000000,19075290,71519465
634,5/24/1991,Hudson Hawk,65000000,17218916,17218916
635,8/22/2014,Sin City: A Dame to Kill For,65000000,13757804,39064720
636,10/27/2000,Lucky Numbers,65000000,10014234,10014234
637,9/23/2005,Oliver Twist,65000000,2070920,26670920
638,12/31/2009,Foodfight!,65000000,0,0
639,7/14/2006,Little Man,64000000,58636047,101636047
640,10/8/1999,Random Hearts,64000000,31054924,63200000
641,12/27/2006,Perfume: The Story of a Murderer,63700000,2223293,133603463
642,6/11/1993,Jurassic Park,63000000,395708305,1035646977
643,7/25/2002,Austin Powers in Goldmember,63000000,213117789,292738626
644,4/1/2011,Hop,63000000,108085305,184924333
645,6/24/1994,Wyatt Earp,63000000,25052000,25052000
646,8/3/1994,Clear and Present Danger,62000000,122012656,207500000
647,4/21/2000,U-571,62000000,77086030,127630030
648,11/17/1995,The American President,62000000,60022813,107822813
649,6/20/2008,The Love Guru,62000000,32200122,40123346
650,2/23/2001,3000 Miles to Graceland,62000000,15738632,18708848
651,3/30/2007,Blades of Glory,61000000,118594548,145594548
652,10/3/2014,Gone Girl,61000000,108230612,202930612
653,8/2/2013,2 Guns,61000000,75612460,132493015
654,12/22/2004,Meet the Fockers,60000000,279167575,516567575
655,2/7/2014,The Lego Movie,60000000,257784718,457784718
656,3/9/2007,300,60000000,210614939,454161935
657,12/10/1999,The Green Mile,60000000,136801374,290701374
658,11/4/2005,Chicken Little,60000000,135386665,314432738
659,6/5/1998,The Truman Show,60000000,125618201,248400000
660,6/14/2002,The Bourne Identity,60000000,121468960,213300000
661,10/9/2009,Couples Retreat,60000000,109205660,172450423
662,11/17/1995,Goldeneye,60000000,106429941,356429941
663,5/30/2003,The Italian Job,60000000,106126012,176262839
664,5/9/2003,Daddy Day Care,60000000,104148781,164285587
665,6/18/1999,The General's Daughter,60000000,102705852,149705852
666,12/18/1998,The Prince of Egypt,60000000,101413188,218600000
667,8/6/2004,Collateral,60000000,100170152,217670152
668,7/4/2001,Cats & Dogs,60000000,93375151,200700000
669,12/20/2002,Two Weeks Notice,60000000,93354918,199043309
670,10/2/1998,Antz,60000000,90757863,152457863
671,4/19/2002,The Scorpion King,60000000,90580000,165890634
672,10/15/2010,Red,60000000,90380162,196439693
673,3/5/2004,Starsky & Hutch,60000000,88200225,170200225
674,6/27/1990,Days of Thunder,60000000,82670733,157670733
675,12/21/2005,Cheaper by the Dozen 2,60000000,82571173,135015330
676,8/13/2010,Eat Pray Love,60000000,80574010,205846861
677,12/21/2012,Jack Reacher,60000000,80070736,217370736
678,4/23/2004,Man on Fire,60000000,77906816,118706816
679,12/22/2000,The Family Man,60000000,75764085,124715863
680,9/9/2011,Contagion,60000000,75658097,137551594
681,12/22/1999,Any Given Sunday,60000000,75530832,100230832
682,5/15/1998,The Horse Whisperer,60000000,75383563,186883563
683,2/6/2009,Coraline,60000000,75286229,126037057
684,10/1/2004,Ladder 49,60000000,74541707,102332848
685,7/28/1999,Deep Blue Sea,60000000,73648228,165048228
686,10/28/2009,Michael Jackson's This Is It,60000000,72091016,252091016
687,1/17/2003,Kangaroo Jack,60000000,66723216,90723216
688,6/13/2008,The Happening,60000000,64506874,163403799
689,4/7/2000,Rules of Engagement,60000000,61322858,71719931
690,3/10/2006,The Shaggy Dog,60000000,61123569,87123569
691,11/22/1996,Jingle All the Way,60000000,60592389,129832389
692,4/2/2004,Hellboy,60000000,59623958,99823958
693,12/25/1998,A Civil Action,60000000,56709981,56709981
694,8/17/2012,ParaNorman,60000000,56003051,108166472
695,11/14/1997,The Jackal,60000000,54956941,159356941
696,12/25/2003,Paycheck,60000000,53789313,89350576
697,3/1/1996,Up Close & Personal,60000000,51045801,100645801
698,12/19/2008,The Tale of Despereaux,60000000,50877145,90482317
699,9/27/2002,The Tuxedo,60000000,50586000,104429625
700,1/17/2014,Jack Ryan: Shadow Recruit,60000000,50577412,131377412
701,7/14/1995,Under Siege 2: Dark Territory,60000000,50024083,104324083
702,3/24/2005,Miss Congeniality 2: Armed and Fabulous,60000000,48478006,101382396
703,11/26/1997,Alien: Resurrection,60000000,47795018,160700000
704,3/23/2007,Shooter,60000000,47003582,95703582
705,10/16/1998,Practical Magic,60000000,46850558,68336997
706,1/11/2013,Gangster Squad,60000000,46000903,104100903
707,6/19/2009,Year One,60000000,43337279,57604723
708,1/29/2010,Edge of Darkness,60000000,43313890,81208697
709,12/13/2002,Star Trek: Nemesis,60000000,43254409,67312826
710,7/12/2002,Reign of Fire,60000000,43061982,82150183
711,11/20/2009,Planet 51,60000000,42194060,108996113
712,3/20/2009,Duplicity,60000000,40572825,81079566
713,9/12/2008,Righteous Kill,60000000,40081410,78481410
714,4/17/2009,State of Play,60000000,37017955,91445389
715,2/12/1999,My Favorite Martian,60000000,36850101,36850101
716,4/21/2006,The Sentinel,60000000,36280697,78080697
717,9/21/2012,Trouble with the Curve,60000000,35763137,47818913
718,10/10/2003,Intolerable Cruelty,60000000,35327628,121327628
719,1/10/1997,The Relic,60000000,33956608,33956608
720,4/3/1998,Mercury Rising,60000000,32983332,32983332
721,9/15/2000,Almost Famous,60000000,32522352,47371191
722,12/6/2002,Analyze That,60000000,32122249,54994757
723,4/24/2009,The Soloist,60000000,31720158,38454152
724,8/21/2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567
725,11/3/2000,The Legend of Bagger Vance,60000000,30695227,39235486
726,2/22/2002,Dragonfly,60000000,30063805,30063805
727,5/13/2011,Priest,60000000,29136626,84154026
728,4/29/2005,XXX: State of the Union,60000000,26873932,71073932
729,8/15/1997,Event Horizon,60000000,26673242,26673242
730,7/2/2003,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884
731,7/8/2005,Dark Water,60000000,25473093,49473093
732,8/14/1998,The Avengers,60000000,23385416,48585416
733,9/15/2006,The Black Dahlia,60000000,22672813,46672813
734,3/26/1999,EDtv,60000000,22508689,35319689
735,12/25/2008,The Spirit,60000000,19806188,39006188
736,10/19/2001,The Last Castle,60000000,18208078,20541668
737,1/23/2009,Inkheart,60000000,17303424,58051454
738,1/14/2000,Supernova,60000000,14218868,14218868
739,9/22/2006,Flyboys,60000000,13090630,14816379
